"timestamp","ward","div","time_of_day","obs","vote_method"
"11/5/2019 8:05:00",31,"05",07:55:00,8,"in person"
"11/5/2019 9:48:00",41,"15",09:38:00,67,"in person"
"11/5/2019 13:23:00",24,"10",13:13:00,23,"by mail"
"11/5/2019 8:17:00",35,"04",08:07:00,12,"in person"
"11/5/2019 9:52:00",33,"10",09:42:00,41,"in person"
"11/5/2019 12:33:00",13,"22",12:23:00,142,"by mail"
"11/5/2019 10:51:00",56,"39",10:41:00,45,"in person"
"11/5/2019 12:34:00",21,"25",12:24:00,89,"in person"
"11/5/2019 14:46:00",90,"09",14:36:00,264,"by mail"
"11/5/2019 11:37:00",48,"15",11:27:00,56,"in person"
"11/5/2019 14:43:00",50,"23",14:33:00,118,"in person"
"11/5/2019 13:18:00",51,"23",13:08:00,53,"by mail"
"11/5/2019 14:41:00",25,"05",14:31:00,104,"in person"
"11/5/2019 14:51:00",58,"25",14:41:00,146,"in person"
"11/5/2019 10:12:00",40,"29",10:02:00,43,"by mail"
"11/5/2019 11:48:00",43,"06",11:38:00,60,"in person"
"11/5/2019 10:06:00",65,"17",09:56:00,53,"in person"
"11/5/2019 9:03:00",41,"19",08:53:00,41,"by mail"
"11/5/2019 8:33:00",58,"03",08:23:00,25,"in person"
"11/5/2019 10:11:00",34,"01",10:01:00,49,"in person"
"11/5/2019 9:44:00",28,"10",09:34:00,56,"by mail"
"11/5/2019 12:42:00",40,"29",12:32:00,52,"in person"
"11/5/2019 9:04:00",27,"09",08:54:00,12,"in person"
"11/5/2019 14:07:00",80,"09",13:57:00,160,"by mail"
"11/5/2019 13:15:00",55,"12",13:05:00,71,"in person"
"11/5/2019 8:43:00",66,"15",08:33:00,36,"in person"
"11/5/2019 14:56:00",60,"03",14:46:00,107,"by mail"
"11/5/2019 14:26:00",38,"08",14:16:00,151,"in person"
"11/5/2019 12:30:00",21,"30",12:20:00,113,"in person"
"11/5/2019 7:12:00",20,"09",07:02:00,1,"by mail"
"11/5/2019 14:22:00",21,"44",14:12:00,118,"in person"
"11/5/2019 7:43:00",13,"08",07:33:00,5,"in person"
"11/5/2019 14:22:00",22,"24",14:12:00,149,"by mail"
"11/5/2019 8:19:00",63,"18",08:09:00,16,"in person"
"11/5/2019 9:00:00",40,"12",08:50:00,23,"in person"
"11/5/2019 13:03:00",40,"17",12:53:00,45,"by mail"
"11/5/2019 9:31:00",91,"15",09:21:00,81,"in person"
"11/5/2019 11:46:00",25,"01",11:36:00,34,"in person"
"11/5/2019 10:18:00",31,"08",10:08:00,30,"by mail"
"11/5/2019 13:47:00",21,"25",13:37:00,130,"in person"
"11/5/2019 9:26:00",82,"23",09:16:00,80,"in person"
"11/5/2019 12:53:00",14,"02",12:43:00,96,"by mail"
"11/5/2019 10:05:00",23,"20",09:55:00,44,"in person"
"11/5/2019 10:35:00",40,"33",10:25:00,25,"in person"
"11/5/2019 10:30:00",11,"17",10:20:00,70,"by mail"
"11/5/2019 12:10:00",57,"21",12:00:00,59,"in person"
"11/5/2019 13:40:00",62,"04",13:30:00,72,"in person"
"11/5/2019 10:07:00",48,"18",09:57:00,25,"by mail"
"11/5/2019 13:58:00",40,"21",13:48:00,56,"in person"
"11/5/2019 8:08:00",16,"17",07:58:00,13,"in person"
"11/5/2019 9:56:00",48,"02",09:46:00,53,"by mail"
"11/5/2019 11:58:00",34,"27",11:48:00,65,"in person"
"11/5/2019 7:44:00",46,"04",07:34:00,5,"in person"
"11/5/2019 11:02:00",21,"17",10:52:00,79,"by mail"
"11/5/2019 10:25:00",47,"13",10:15:00,39,"in person"
"11/5/2019 10:42:00",66,"04",10:32:00,49,"in person"
"11/5/2019 10:49:00",32,"08",10:39:00,35,"by mail"
"11/5/2019 8:41:00",33,"11",08:31:00,19,"in person"
"11/5/2019 12:22:00",17,"19",12:12:00,69,"in person"
"11/5/2019 14:02:00",21,"18",13:52:00,96,"by mail"
"11/5/2019 13:53:00",63,"11",13:43:00,213,"in person"
"11/5/2019 9:47:00",18,"15",09:37:00,33,"in person"
"11/5/2019 8:39:00",48,"21",08:29:00,34,"by mail"
"11/5/2019 9:39:00",25,"20",09:29:00,21,"in person"
"11/5/2019 8:21:00",45,"22",08:11:00,14,"in person"
"11/5/2019 7:33:00",63,"18",07:23:00,4,"by mail"
"11/5/2019 13:06:00",34,"28",12:56:00,58,"in person"
"11/5/2019 9:24:00",29,"15",09:14:00,35,"in person"
"11/5/2019 9:47:00",13,"10",09:37:00,76,"by mail"
