"","row_number","precinct","obs","log_obs","precinct_num","minute","ward"
"419",419,"2302",0.879575687270394,-0.128315661349305,512,21,"23"
"420",420,"2706",14.2775375190633,2.65868749939887,605,277,"27"
"421",421,"3203",16.3201711899053,2.79240183905848,697,122,"32"
"422",422,"6641",57.5666234860686,4.052942946387,1687,374,"66"
"423",423,"5608",48.037764622889,3.87198746454899,1373,374,"56"
"424",424,"2509",11.1462243243416,2.41110081493994,561,242,"25"
"425",425,"3901",7.34580193083485,1.99412898417457,907,76,"39"
"426",426,"4612",75.5255820279501,4.32447143367072,1135,432,"46"
"427",427,"4320",13.9911277212351,2.63842339452337,1074,236,"43"
"428",428,"4220",38.8463887427652,3.659615118639,1049,460,"42"
"429",429,"3703",14.190745288906,2.65259001191435,867,113,"37"
"430",430,"3933",8.44275880924761,2.13330912833009,939,67,"39"
"431",431,"0530",3.50071906858658,1.25296839556138,121,54,"05"
"432",432,"2319",19.8490081508265,2.98815403867203,529,287,"23"
"433",433,"1907",17.753876404797,2.87660388108067,413,343,"19"
"434",434,"6212",5.6428431183131,1.73038803748644,1566,92,"62"
"435",435,"1201",40.7578390533221,3.70764819059293,263,181,"12"
"436",436,"6645",23.3330424397025,3.14987048643365,1691,276,"66"
"437",437,"5124",25.9363280062383,3.25564461166837,1259,175,"51"
"438",438,"5204",25.3837330474673,3.23410853765875,1267,247,"52"
"439",439,"0511",76.9354200224812,4.34296636894048,102,404,"05"
"440",440,"2207",102.406335758972,4.62894858333758,488,393,"22"
"441",441,"4209",19.7043951375161,2.98084171428729,1038,367,"42"
"442",442,"0420",0.850440515920299,-0.16200080972113,90,3,"04"
"443",443,"5801",25.7194583167935,3.24724783836978,1435,410,"58"
"444",444,"1028",41.5546707604908,3.72700992799179,241,293,"10"
"445",445,"2317",20.6393989217003,3.02720181817866,527,298,"23"
"446",446,"5505",29.1394776318001,3.3720938744499,1341,167,"55"
"447",447,"5520",25.9087221003606,3.25457967264604,1356,264,"55"
"448",448,"5110",37.0960840880553,3.61351141385539,1245,421,"51"
"449",449,"2103",47.2986943629923,3.85648269179751,439,216,"21"
"450",450,"0204",54.0471726398738,3.98985723263141,25,223,"02"
"451",451,"4414",32.2521532189169,3.47358480749104,1093,236,"44"
"452",452,"4305",27.65804695039,3.31991671457483,1059,435,"43"
"453",453,"6310",15.4267510148298,2.73610308132801,1590,71,"63"
"454",454,"2814",28.3130712580861,3.34332357992574,636,342,"28"
"455",455,"1711",32.3778215404758,3.47747366805157,370,281,"17"
"456",456,"0501",134.919162613507,4.90467580363333,92,291,"05"
"457",457,"5316",31.3505423184148,3.44523156576231,1307,308,"53"
"458",458,"5004",69.6930794628292,4.24410102249008,1209,181,"50"
"459",459,"5005",76.0508087803385,4.3314016534987,1210,303,"50"
"460",460,"4403",18.1453089551308,2.89841206753197,1082,229,"44"
"461",461,"6001",16.7974668039979,2.82122808956363,1504,181,"60"
"462",462,"0718",10.0578845428253,2.30835685854542,161,456,"07"
"463",463,"1606",2.16875299761608,0.774152346898165,347,45,"16"
"464",464,"1010",33.2076694857649,3.50278085785144,223,270,"10"
"465",465,"3914",29.2070198877631,3.37440908749625,920,264,"39"
"466",466,"4608",57.6429722704627,4.05426833590979,1131,240,"46"
"467",467,"4611",55.1560034792649,4.01016559705994,1134,225,"46"
"468",468,"5705",33.4637635044736,3.51046316695241,1411,399,"57"
"469",469,"1506",4.09208141162657,1.40905374320588,328,6,"15"
"470",470,"2323",14.0482820121595,2.64250011158872,533,144,"23"
"471",471,"6307",3.82000866248017,1.34025269028088,1587,203,"63"
"472",472,"3007",141.063640765481,4.94921114149574,665,416,"30"
"473",473,"4219",31.6687805219003,3.4553313540277,1048,375,"42"
"474",474,"6128",44.1902192309262,3.78850348022847,1554,343,"61"
"475",475,"3506",17.4521945250565,2.85946540148944,797,115,"35"
"476",476,"0513",6.43209425879953,1.86130018643339,104,242,"05"
"477",477,"5019",146.552208728365,4.9873817385436,1224,452,"50"
"478",478,"0601",26.0045991048614,3.25827341102704,126,256,"06"
"479",479,"3919",1.80705874511084,0.591700520827559,925,28,"39"
"480",480,"6646",30.4997292886815,3.41771780779304,1692,138,"66"
"481",481,"3229",8.22060815242443,2.10664419081123,723,134,"32"
"482",482,"3217",0.873709524084393,-0.135007310874056,711,15,"32"
"483",483,"1322",39.7614626502185,3.68289816808908,308,167,"13"
"484",484,"5528",67.1979525316299,4.20764277878562,1364,468,"55"
"485",485,"6128",40.8758175696071,3.71053863072031,1554,297,"61"
"486",486,"6518",23.4977127134961,3.15690308507252,1641,136,"65"
"487",487,"0113",31.9094781459272,3.46290308622121,13,214,"01"
"488",488,"1615",13.8028856948728,2.62487767862718,356,180,"16"
"489",489,"1024",6.68257404730505,1.89950324974845,237,29,"10"
"490",490,"1004",25.7053199874747,3.24669797388261,217,82,"10"
"491",491,"3940",13.5801584936666,2.60860979317191,946,162,"39"
"492",492,"4316",21.1850051645501,3.05329362786184,1070,270,"43"
"493",493,"4037",28.9226182172976,3.36462392629427,989,121,"40"
"494",494,"3207",14.6914312973396,2.68726441888667,701,367,"32"
"495",495,"4917",21.2436588489785,3.05605844373127,1200,109,"49"
"496",496,"3428",38.1720684923397,3.64210405686178,777,190,"34"
"497",497,"0308",84.8754745232393,4.44118517671141,56,467,"03"
"498",498,"0313",61.5450950304914,4.11977015864249,61,454,"03"
"499",499,"1009",110.233833592144,4.70260386949026,222,460,"10"
"500",500,"5708",75.8613793086335,4.32890771838696,1414,439,"57"
