ward,Precinct,Register Voters,Ballots Cast,Turnout %
21,7,1009,275,27.25%
21,8,496,163,32.86%
21,9,612,132,21.57%
21,10,816,217,26.59%
21,11,503,134,26.64%
21,12,556,150,26.98%
21,13,291,68,23.37%
21,14,837,255,30.47%
21,15,372,94,25.27%
21,16,495,127,25.66%
21,17,421,102,24.23%
21,18,405,137,33.83%
21,19,442,138,31.22%
21,20,294,78,26.53%
21,21,637,151,23.70%
21,22,502,137,27.29%
21,23,399,107,26.82%
21,24,525,149,28.38%
21,25,767,256,33.38%
21,26,484,103,21.28%
21,27,541,172,31.79%
21,28,391,108,27.62%
21,29,240,62,25.83%
21,30,359,97,27.02%
21,31,661,191,28.90%
21,32,533,112,21.01%
21,33,509,120,23.58%
21,34,571,163,28.55%
21,35,541,134,24.77%
21,36,486,100,20.58%
21,37,594,126,21.21%
21,38,568,147,25.88%
21,39,482,102,21.16%
21,40,417,160,38.37%
21,41,432,125,28.94%
21,42,530,145,27.36%
21,43,445,105,23.60%
21,44,568,135,23.77%
21,45,414,123,29.71%
21,46,387,83,21.45%
21,47,584,193,33.05%
21,48,542,144,26.57%
21,49,623,193,30.98%
21,50,549,165,30.05%
21,51,552,139,25.18%
21,52,529,134,25.33%
21,53,933,205,21.97%
21,54,424,158,37.26%
21,55,560,114,20.36%
21,56,426,108,25.35%
21,57,500,118,23.60%
21,58,514,116,22.57%
21,59,626,163,26.04%
21,60,534,169,31.65%
21,61,593,138,23.27%
21,62,522,117,22.41%
21,63,850,197,23.18%
21,64,292,64,21.92%
21,65,590,232,39.32%
21,66,548,126,22.99%
21,67,534,154,28.84%
21,Total,"35,872","9,512",26.52%
21,,,,
22,WARD 22,,,
22,Precinct,Register Voters,Ballots Cast,Turnout %
22,1,515,58,11.26%
22,2,346,45,13.01%
22,3,554,77,13.90%
22,4,581,68,11.70%
22,5,576,97,16.84%
22,6,503,100,19.88%
22,7,392,124,31.63%
22,8,486,83,17.08%
22,9,597,84,14.07%
22,10,543,122,22.47%
22,11,622,96,15.43%
22,12,404,104,25.74%
22,13,659,123,18.66%
22,14,405,71,17.53%
22,15,445,78,17.53%
22,16,576,133,23.09%
22,17,580,89,15.34%
22,18,742,116,15.63%
22,19,336,65,19.35%
22,20,624,77,12.34%
22,21,435,126,28.97%
22,22,577,79,13.69%
22,23,636,129,20.28%
22,24,459,87,18.95%
22,25,772,128,16.58%
22,26,401,79,19.70%
22,27,721,93,12.90%
22,28,474,69,14.56%
22,Total,"14,961","2,600",17.38%
22,,,,
23,WARD 23,,,
23,Precinct,Register Voters,Ballots Cast,Turnout %
23,1,459,195,42.48%
23,2,379,80,21.11%
23,3,943,214,22.69%
23,4,555,152,27.39%
23,5,544,52,9.56%
23,6,524,136,25.95%
23,7,513,166,32.36%
23,8,570,137,24.04%
23,9,621,138,22.22%
23,10,511,201,39.33%
23,11,1147,422,36.79%
23,12,509,185,36.35%
23,13,585,193,32.99%
23,14,482,93,19.29%
23,15,544,147,27.02%
23,16,519,212,40.85%
23,17,429,51,11.89%
23,18,872,253,29.01%
23,19,437,151,34.55%
23,20,437,153,35.01%
23,21,599,133,22.20%
23,22,568,169,29.75%
23,23,489,140,28.63%
23,24,447,49,10.96%
23,25,565,54,9.56%
23,26,525,157,29.90%
23,27,564,231,40.96%
23,28,556,140,25.18%
23,29,507,77,15.19%
23,30,476,117,24.58%
23,31,593,107,18.04%
23,32,524,110,20.99%
23,33,976,176,18.03%
23,34,567,115,20.28%
23,35,345,107,31.01%
23,36,625,163,26.08%
23,37,367,91,24.80%
23,38,430,133,30.93%
23,39,933,376,40.30%
23,40,503,135,26.84%
23,41,597,108,18.09%
23,42,417,96,23.02%
23,43,709,203,28.63%
23,44,456,144,31.58%
23,45,667,120,17.99%
23,46,615,156,25.37%
23,47,539,207,38.40%
23,48,466,89,19.10%
23,49,570,294,51.58%
23,Total,"27,775","7,528",27.10%
23,,,,
24,WARD 24,,,
24,Precinct,Register Voters,Ballots Cast,Turnout %
24,1,660,152,23.03%
24,2,434,80,18.43%
24,3,442,89,20.14%
24,4,451,96,21.29%
24,5,367,120,32.70%
24,6,542,131,24.17%
24,7,443,111,25.06%
24,8,422,98,23.22%
24,9,436,101,23.17%
24,10,383,88,22.98%
24,11,708,150,21.19%
24,12,405,92,22.72%
24,13,431,78,18.10%
24,14,570,135,23.68%
24,15,383,89,23.24%
24,16,395,79,20.00%
24,17,419,78,18.62%
24,18,695,149,21.44%
24,19,725,190,26.21%
24,20,438,82,18.72%
24,21,298,53,17.79%
24,22,799,188,23.53%
24,23,626,162,25.88%
24,24,760,190,25.00%
24,25,545,109,20.00%
24,26,551,121,21.96%
24,27,662,175,26.44%
24,28,558,145,25.99%
24,29,644,150,23.29%
24,30,382,99,25.92%
24,31,502,107,21.31%
24,32,410,124,30.24%
24,33,687,94,13.68%
24,34,513,100,19.49%
24,35,560,172,30.71%
24,36,503,150,29.82%
24,37,419,122,29.12%
24,38,474,141,29.75%
24,39,523,103,19.69%
24,40,529,137,25.90%
24,41,469,90,19.19%
24,42,320,92,28.75%
24,43,665,142,21.35%
24,44,632,197,31.17%
24,45,397,73,18.39%
24,46,578,116,20.07%
24,47,407,91,22.36%
24,48,450,133,29.56%
24,49,711,251,35.30%
24,50,677,198,29.25%
24,Total,"26,000","6,213",23.90%
24,,,,
25,WARD 25,,,
25,Precinct,Register Voters,Ballots Cast,Turnout %
25,1,567,106,18.69%
25,2,900,132,14.67%
25,3,507,53,10.45%
25,4,621,115,18.52%
25,5,606,115,18.98%
25,6,499,93,18.64%
25,7,656,71,10.82%
25,8,681,77,11.31%
25,9,879,129,14.68%
25,10,334,52,15.57%
25,11,815,108,13.25%
25,12,608,93,15.30%
25,13,788,112,14.21%
25,14,836,100,11.96%
25,15,663,117,17.65%
25,16,474,110,23.21%
25,17,981,195,19.88%
25,18,1088,256,23.53%
25,19,863,95,11.01%
25,20,816,133,16.30%
25,21,712,104,14.61%
25,22,397,69,17.38%
25,23,817,147,17.99%
25,24,902,138,15.30%
25,25,509,75,14.73%
25,26,380,42,11.05%
25,27,456,65,14.25%
25,28,553,122,22.06%
25,29,1363,198,14.53%
25,30,752,96,12.77%
25,Total,"21,023","3,318",15.78%
25,,,,
26,WARD 26,,,
26,Precinct,Register Voters,Ballots Cast,Turnout %
26,1,488,54,11.07%
26,2,487,77,15.81%
26,3,433,47,10.85%
26,4,302,31,10.26%
26,5,443,64,14.45%
26,6,337,53,15.73%
26,7,579,56,9.67%
26,8,361,55,15.24%
26,9,568,54,9.51%
26,10,567,75,13.23%
26,11,362,40,11.05%
26,12,446,65,14.57%
26,13,693,143,20.63%
26,14,387,42,10.85%
26,15,473,36,7.61%
26,16,330,37,11.21%
26,17,474,50,10.55%
26,18,510,32,6.27%
26,19,566,143,25.27%
26,20,479,55,11.48%
26,21,340,31,9.12%
26,22,366,43,11.75%
26,23,386,42,10.88%
26,24,352,48,13.64%
26,25,335,41,12.24%
26,26,343,35,10.20%
26,27,416,73,17.55%
26,28,310,24,7.74%
26,29,397,56,14.11%
26,30,368,29,7.88%
26,31,517,64,12.38%
26,32,584,53,9.08%
26,33,408,37,9.07%
26,34,369,96,26.02%
26,35,399,56,14.04%
26,36,417,51,12.23%
26,37,411,31,7.54%
26,38,324,26,8.02%
26,39,268,17,6.34%
26,40,268,27,10.07%
26,41,445,59,13.26%
26,42,332,25,7.53%
26,43,360,37,10.28%
26,44,461,49,10.63%
26,45,427,64,14.99%
26,46,435,39,8.97%
26,47,298,23,7.72%
26,48,501,63,12.57%
26,49,442,56,12.67%
26,50,472,48,10.17%
26,51,330,89,26.97%
26,52,385,60,15.58%
26,53,278,44,15.83%
26,Total,"22,029","2,745",12.46%
26,,,,
27,WARD 27,,,
27,Precinct,Register Voters,Ballots Cast,Turnout %
27,1,1081,85,7.86%
27,2,507,87,17.16%
27,3,833,141,16.93%
27,4,470,44,9.36%
27,5,460,39,8.48%
27,6,145,42,28.97%
27,7,684,85,12.43%
27,8,466,93,19.96%
27,9,477,174,36.48%
27,10,612,231,37.75%
27,11,485,57,11.75%
27,12,676,73,10.80%
27,13,865,124,14.34%
27,14,735,163,22.18%
27,15,741,166,22.40%
27,16,386,37,9.59%
27,17,650,58,8.92%
27,18,575,53,9.22%
27,19,880,165,18.75%
27,20,449,130,28.95%
27,21,615,132,21.46%
27,22,945,189,20.00%
27,23,572,103,18.01%
27,24,830,174,20.96%
27,25,316,59,18.67%
27,26,360,127,35.28%
27,27,546,94,17.22%
27,28,502,95,18.92%
27,29,435,59,13.56%
27,30,310,50,16.13%
27,31,443,91,20.54%
27,32,426,135,31.69%
27,33,411,72,17.52%
27,34,712,219,30.76%
27,35,595,79,13.28%
27,36,451,108,23.95%
27,37,531,192,36.16%
27,38,816,62,7.60%
27,39,560,98,17.50%
27,40,372,68,18.28%
27,41,594,66,11.11%
27,42,393,35,8.91%
27,43,752,55,7.31%
27,44,917,187,20.39%
27,45,339,30,8.85%
27,Total,"25,920","4,626",17.85%
27,,,,
28,WARD 28,,,
28,Precinct,Register Voters,Ballots Cast,Turnout %
28,1,443,92,20.77%
28,2,638,124,19.44%
28,3,352,64,18.18%
28,4,514,120,23.35%
28,5,410,85,20.73%
28,6,382,66,17.28%
28,7,417,62,14.87%
28,8,393,83,21.12%
28,9,394,89,22.59%
28,10,106,28,26.42%
28,11,360,54,15.00%
28,12,320,52,16.25%
28,13,314,55,17.52%
28,14,731,118,16.14%
28,15,379,84,22.16%
28,16,357,67,18.77%
28,17,374,102,27.27%
28,18,611,146,23.90%
28,19,491,102,20.77%
28,20,415,144,34.70%
28,21,531,118,22.22%
28,22,385,89,23.12%
28,23,781,158,20.23%
28,24,340,58,17.06%
28,25,319,95,29.78%
28,26,360,80,22.22%
28,27,467,114,24.41%
28,28,287,62,21.60%
28,29,510,112,21.96%
28,30,296,66,22.30%
28,31,416,85,20.43%
28,32,423,91,21.51%
28,33,494,126,25.51%
28,34,843,109,12.93%
28,35,415,74,17.83%
28,36,754,154,20.42%
28,37,572,182,31.82%
28,38,461,91,19.74%
28,39,463,93,20.09%
28,40,612,141,23.04%
28,41,452,60,13.27%
28,42,382,68,17.80%
28,43,490,141,28.78%
28,44,481,128,26.61%
28,45,422,99,23.46%
28,46,415,74,17.83%
28,47,597,96,16.08%
28,48,556,81,14.57%
28,49,495,91,18.38%
28,50,383,65,16.97%
28,51,475,92,19.37%
28,52,459,68,14.81%
28,53,375,112,29.87%
28,54,465,74,15.91%
28,55,461,52,11.28%
28,Total,"25,038","5,136",20.51%
28,,,,
29,WARD 29,,,
29,Precinct,Register Voters,Ballots Cast,Turnout %
29,1,730,217,29.73%
29,2,585,55,9.40%
29,3,498,189,37.95%
29,4,491,168,34.22%
29,5,499,120,24.05%
29,6,859,93,10.83%
29,7,481,41,8.52%
29,8,440,88,20.00%
29,9,489,59,12.07%
29,10,368,66,17.93%
29,11,571,143,25.04%
29,12,516,157,30.43%
29,13,505,156,30.89%
29,14,552,185,33.51%
29,15,484,195,40.29%
29,16,692,239,34.54%
29,17,443,137,30.93%
29,18,497,162,32.60%
29,19,613,195,31.81%
29,20,614,210,34.20%
29,21,502,114,22.71%
29,22,548,146,26.64%
29,23,455,127,27.91%
29,24,766,158,20.63%
29,25,556,137,24.64%
29,26,477,137,28.72%
29,27,413,89,21.55%
29,28,635,163,25.67%
29,29,540,193,35.74%
29,30,417,53,12.71%
29,31,450,108,24.00%
29,32,560,45,8.04%
29,33,371,175,47.17%
29,34,429,88,20.51%
29,35,448,136,30.36%
29,36,603,204,33.83%
29,37,510,134,26.27%
29,38,504,147,29.17%
29,39,438,57,13.01%
29,40,606,195,32.18%
29,41,554,160,28.88%
29,42,623,184,29.53%
29,43,542,190,35.06%
29,44,425,139,32.71%
29,45,426,111,26.06%
29,46,495,105,21.21%
29,47,573,198,34.55%
29,48,468,120,25.64%
29,Total,"25,261","6,688",26.48%
29,,,,
30,WARD 30,,,
30,Precinct,Register Voters,Ballots Cast,Turnout %
30,1,388,87,22.42%
30,2,727,80,11.00%
30,3,607,80,13.18%
30,4,887,88,9.92%
30,5,922,56,6.07%
30,6,687,110,16.01%
30,7,434,59,13.59%
30,8,1160,108,9.31%
30,9,743,174,23.42%
30,10,586,53,9.04%
30,11,550,75,13.64%
30,12,891,74,8.31%
30,13,1108,134,12.09%
30,14,1005,100,9.95%
30,15,381,62,16.27%
30,16,272,25,9.19%
30,17,438,40,9.13%
30,18,1028,104,10.12%
30,19,517,47,9.09%
30,20,494,28,5.67%
30,21,674,52,7.72%
30,22,706,71,10.06%
30,23,557,45,8.08%
30,24,523,61,11.66%
30,25,454,39,8.59%
30,26,370,45,12.16%
30,27,794,80,10.08%
30,28,538,91,16.91%
30,29,366,22,6.01%
30,30,532,84,15.79%
30,31,455,31,6.81%
30,Total,"19,794","2,205",11.14%
30,,,,
31,WARD 31,,,
31,Precinct,Register Voters,Ballots Cast,Turnout %
31,1,425,78,18.35%
31,2,399,92,23.06%
31,3,384,56,14.58%
31,4,414,64,15.46%
31,5,502,101,20.12%
31,6,485,66,13.61%
31,7,437,65,14.87%
31,8,344,66,19.19%
31,9,408,65,15.93%
31,10,413,64,15.50%
31,11,636,108,16.98%
31,12,442,42,9.50%
31,13,534,64,11.99%
31,14,448,70,15.63%
31,15,257,29,11.28%
31,16,405,41,10.12%
31,17,536,52,9.70%
31,18,391,62,15.86%
31,19,364,80,21.98%
31,20,421,50,11.88%
31,21,482,58,12.03%
31,22,353,48,13.60%
31,23,293,54,18.43%
31,24,543,90,16.57%
31,25,450,35,7.78%
31,26,351,46,13.11%
31,27,448,48,10.71%
31,28,422,61,14.45%
31,29,373,43,11.53%
31,30,418,90,21.53%
31,31,558,115,20.61%
31,32,449,112,24.94%
31,33,416,94,22.60%
31,34,360,28,7.78%
31,35,407,53,13.02%
31,36,421,69,16.39%
31,37,461,31,6.72%
31,38,271,49,18.08%
31,39,415,29,6.99%
31,40,501,71,14.17%
31,41,410,79,19.27%
31,42,471,61,12.95%
31,43,492,48,9.76%
31,44,454,31,6.83%
31,45,429,39,9.09%
31,46,340,73,21.47%
31,47,452,74,16.37%
31,Total,"20,085","2,944",14.66%
31,,,,
32,WARD 32,,,
32,Precinct,Register Voters,Ballots Cast,Turnout %
32,1,614,98,15.96%
32,2,714,107,14.99%
32,3,524,56,10.69%
32,4,663,120,18.10%
32,5,493,57,11.56%
32,6,611,92,15.06%
32,7,513,45,8.77%
32,8,804,88,10.95%
32,9,839,98,11.68%
32,10,680,69,10.15%
32,11,502,68,13.55%
32,12,359,49,13.65%
32,13,361,24,6.65%
32,14,529,79,14.93%
32,15,457,31,6.78%
32,16,562,78,13.88%
32,17,717,87,12.13%
32,18,573,46,8.03%
32,19,642,65,10.12%
32,20,640,41,6.41%
32,21,484,40,8.26%
32,22,648,65,10.03%
32,23,565,79,13.98%
32,24,906,56,6.18%
32,25,547,46,8.41%
32,26,548,70,12.77%
32,27,653,53,8.12%
32,28,466,50,10.73%
32,29,467,69,14.78%
32,30,746,47,6.30%
32,31,701,114,16.26%
32,32,624,57,9.13%
32,33,400,82,20.50%
32,34,792,68,8.59%
32,35,610,83,13.61%
32,36,711,81,11.39%
32,37,611,64,10.47%
32,38,627,58,9.25%
32,39,647,73,11.28%
32,40,646,64,9.91%
32,41,738,64,8.67%
32,42,813,87,10.70%
32,43,599,63,10.52%
32,44,402,86,21.39%
32,45,584,41,7.02%
32,46,299,28,9.36%
32,47,662,85,12.84%
32,48,864,138,15.97%
32,49,335,39,11.64%
32,50,669,84,12.56%
32,51,687,85,12.37%
32,52,427,38,8.90%
32,Total,"31,275","3,555",11.37%
32,,,,
33,WARD 33,,,
33,Precinct,Register Voters,Ballots Cast,Turnout %
33,1,726,74,10.19%
33,2,738,114,15.45%
33,3,685,77,11.24%
33,4,801,89,11.11%
33,5,663,72,10.86%
33,6,691,129,18.67%
33,7,662,166,25.08%
33,8,565,74,13.10%
33,9,695,89,12.81%
33,10,697,131,18.79%
33,11,744,89,11.96%
33,12,734,94,12.81%
33,13,636,81,12.74%
33,14,684,71,10.38%
33,15,775,94,12.13%
33,16,631,66,10.46%
33,17,723,98,13.55%
33,18,257,19,7.39%
33,19,810,77,9.51%
33,20,753,92,12.22%
33,21,818,90,11.00%
33,22,706,157,22.24%
33,23,720,97,13.47%
33,24,640,157,24.53%
33,25,884,101,11.43%
33,26,806,84,10.42%
33,27,755,73,9.67%
33,Total,"18,999","2,555",13.45%
33,,,,
34,WARD 34,,,
34,Precinct,Register Voters,Ballots Cast,Turnout %
34,1,747,283,37.88%
34,2,558,173,31.00%
34,3,646,150,23.22%
34,4,774,186,24.03%
34,5,608,122,20.07%
34,6,1001,332,33.17%
34,7,660,204,30.91%
34,8,1050,259,24.67%
34,9,494,89,18.02%
34,10,599,160,26.71%
34,11,527,87,16.51%
34,12,707,176,24.89%
34,13,689,181,26.27%
34,14,495,100,20.20%
34,15,608,104,17.11%
34,16,541,90,16.64%
34,17,553,128,23.15%
34,18,897,170,18.95%
34,19,814,176,21.62%
34,20,743,242,32.57%
34,21,533,152,28.52%
34,22,612,202,33.01%
34,23,583,134,22.98%
34,24,564,157,27.84%
34,25,589,202,34.30%
34,26,640,166,25.94%
34,27,582,133,22.85%
34,28,414,100,24.15%
34,29,568,159,27.99%
34,30,627,227,36.20%
34,31,380,77,20.26%
34,32,952,342,35.92%
34,33,646,160,24.77%
34,34,643,207,32.19%
34,35,479,127,26.51%
34,36,605,200,33.06%
34,37,625,148,23.68%
34,38,595,110,18.49%
34,39,664,99,14.91%
34,40,615,158,25.69%
34,41,437,80,18.31%
34,42,638,208,32.60%
34,43,710,240,33.80%
34,44,576,165,28.65%
34,45,636,149,23.43%
34,46,552,146,26.45%
34,47,627,118,18.82%
34,48,660,202,30.61%
34,49,678,251,37.02%
34,50,591,154,26.06%
34,51,841,227,26.99%
34,52,528,107,20.27%
34,53,528,82,15.53%
34,54,469,109,23.24%
34,55,648,156,24.07%
34,Total,"34,746","9,066",26.09%
34,,,,
35,WARD 35,,,
35,Precinct,Register Voters,Ballots Cast,Turnout %
35,1,785,80,10.19%
35,2,563,59,10.48%
35,3,586,65,11.09%
35,4,632,75,11.87%
35,5,612,70,11.44%
35,6,843,74,8.78%
35,7,674,148,21.96%
35,8,555,131,23.60%
35,9,635,74,11.65%
35,10,688,147,21.37%
35,11,841,88,10.46%
35,12,665,171,25.71%
35,13,326,13,3.99%
35,14,679,112,16.49%
35,15,646,127,19.66%
35,16,664,126,18.98%
35,17,666,120,18.02%
35,18,780,88,11.28%
35,19,564,124,21.99%
35,20,589,64,10.87%
35,21,645,99,15.35%
35,22,195,24,12.31%
35,23,449,50,11.14%
35,24,437,43,9.84%
35,25,571,168,29.42%
35,26,802,71,8.85%
35,27,664,170,25.60%
35,28,744,140,18.82%
35,29,627,144,22.97%
35,30,764,242,31.68%
35,31,276,54,19.57%
35,32,362,58,16.02%
35,33,572,60,10.49%
35,34,672,152,22.62%
35,35,650,85,13.08%
35,36,437,100,22.88%
35,Total,"21,860","3,616",16.54%
35,,,,
36,WARD 36,,,
36,Precinct,Register Voters,Ballots Cast,Turnout %
36,1,519,90,17.34%
36,2,474,116,24.47%
36,3,603,264,43.78%
36,4,506,47,9.29%
36,5,850,199,23.41%
36,6,605,93,15.37%
36,7,418,110,26.32%
36,8,534,113,21.16%
36,9,904,168,18.58%
36,10,711,96,13.50%
36,11,655,145,22.14%
36,12,388,90,23.20%
36,13,628,213,33.92%
36,14,626,144,23.00%
36,15,597,111,18.59%
36,16,647,226,34.93%
36,17,383,67,17.49%
36,18,574,141,24.56%
36,19,642,123,19.16%
36,20,792,180,22.73%
36,21,836,176,21.05%
36,22,724,183,25.28%
36,23,818,281,34.35%
36,24,492,139,28.25%
36,25,783,195,24.90%
36,26,604,90,14.90%
36,27,294,77,26.19%
36,28,601,84,13.98%
36,29,466,108,23.18%
36,30,627,131,20.89%
36,31,612,115,18.79%
36,32,537,84,15.64%
36,33,341,124,36.36%
36,34,369,63,17.07%
36,35,609,131,21.51%
36,36,505,78,15.45%
36,37,621,102,16.43%
36,38,334,61,18.26%
36,39,518,79,15.25%
36,40,678,128,18.88%
36,41,512,79,15.43%
36,42,469,68,14.50%
36,43,487,99,20.33%
36,44,462,172,37.23%
36,45,443,178,40.18%
36,46,407,115,28.26%
36,47,597,250,41.88%
36,48,485,84,17.32%
36,49,635,151,23.78%
36,50,475,125,26.32%
36,51,562,118,21.00%
36,Total,"28,959","6,604",22.80%
36,,,,
37,WARD 37,,,
37,Precinct,Register Voters,Ballots Cast,Turnout %
37,1,560,37,6.61%
37,2,626,99,15.81%
37,3,553,57,10.31%
37,4,727,123,16.92%
37,5,637,153,24.02%
37,6,644,161,25.00%
37,7,713,142,19.92%
37,8,623,66,10.59%
37,9,501,102,20.36%
37,10,545,144,26.42%
37,11,342,30,8.77%
37,12,550,76,13.82%
37,13,676,114,16.86%
37,14,700,190,27.14%
37,15,566,109,19.26%
37,16,691,127,18.38%
37,17,557,99,17.77%
37,18,677,170,25.11%
37,19,600,46,7.67%
37,20,610,101,16.56%
37,21,577,140,24.26%
37,22,429,86,20.05%
37,23,434,101,23.27%
37,24,604,82,13.58%
37,25,657,128,19.48%
37,26,617,144,23.34%
37,27,596,141,23.66%
37,28,664,133,20.03%
37,29,673,107,15.90%
37,30,392,75,19.13%
37,31,519,125,24.08%
37,32,624,119,19.07%
37,33,576,78,13.54%
37,34,585,115,19.66%
37,35,599,143,23.87%
37,36,576,103,17.88%
37,37,558,115,20.61%
37,38,624,130,20.83%
37,39,667,60,9.00%
37,40,517,120,23.21%
37,41,636,130,20.44%
37,42,645,45,6.98%
37,43,638,115,18.03%
37,Total,"25,505","4,681",18.35%
37,,,,
38,WARD 38,,,
38,Precinct,Register Voters,Ballots Cast,Turnout %
38,1,598,83,13.88%
38,2,735,119,16.19%
38,3,499,50,10.02%
38,4,789,148,18.76%
38,5,757,95,12.55%
38,6,662,105,15.86%
38,7,516,69,13.37%
38,8,381,39,10.24%
38,9,509,75,14.73%
38,10,573,95,16.58%
38,11,936,131,14.00%
38,12,453,71,15.67%
38,13,874,149,17.05%
38,14,450,75,16.67%
38,15,793,103,12.99%
38,16,618,108,17.48%
38,17,454,97,21.37%
38,18,472,90,19.07%
38,19,561,103,18.36%
38,20,556,113,20.32%
38,21,599,58,9.68%
38,22,533,82,15.38%
38,23,826,176,21.31%
38,24,949,156,16.44%
38,25,530,62,11.70%
38,26,422,61,14.45%
38,27,523,92,17.59%
38,28,908,109,12.00%
38,29,508,97,19.09%
38,30,501,70,13.97%
38,31,706,128,18.13%
38,32,579,99,17.10%
38,33,515,79,15.34%
38,34,561,123,21.93%
38,35,580,147,25.34%
38,36,524,98,18.70%
38,37,633,104,16.43%
38,38,649,72,11.09%
38,39,616,99,16.07%
38,40,388,58,14.95%
38,41,597,130,21.78%
38,42,519,90,17.34%
38,43,500,69,13.80%
38,44,537,71,13.22%
38,45,660,82,12.42%
38,Total,"27,049","4,330",16.01%
38,,,,
39,WARD 39,,,
39,Precinct,Register Voters,Ballots Cast,Turnout %
39,1,431,72,16.71%
39,2,625,175,28.00%
39,3,426,85,19.95%
39,4,348,63,18.10%
39,5,397,57,14.36%
39,6,558,52,9.32%
39,7,371,62,16.71%
39,8,608,118,19.41%
39,9,672,100,14.88%
39,10,407,60,14.74%
39,11,623,95,15.25%
39,12,1448,108,7.46%
39,13,305,35,11.48%
39,14,525,95,18.10%
39,15,446,59,13.23%
39,16,546,47,8.61%
39,17,760,91,11.97%
39,18,622,87,13.99%
39,19,377,43,11.41%
39,20,413,74,17.92%
39,21,404,59,14.60%
39,22,584,65,11.13%
39,23,271,58,21.40%
39,24,650,61,9.38%
39,25,678,90,13.27%
39,26,497,68,13.68%
39,27,474,80,16.88%
39,28,1180,162,13.73%
39,29,371,63,16.98%
39,30,944,64,6.78%
39,31,564,57,10.11%
39,32,471,55,11.68%
39,33,710,70,9.86%
39,34,607,94,15.49%
39,35,637,73,11.46%
39,36,467,94,20.13%
39,37,597,140,23.45%
39,38,464,96,20.69%
39,39,232,33,14.22%
39,40,380,54,14.21%
39,41,380,54,14.21%
39,42,398,61,15.33%
39,43,500,74,14.80%
39,Total,"23,368","3,303",14.13%
39,,,,
40,WARD 40,,,
40,Precinct,Register Voters,Ballots Cast,Turnout %
40,1,839,69,8.22%
40,2,389,38,9.77%
40,3,460,89,19.35%
40,4,441,104,23.58%
40,5,1196,126,10.54%
40,6,501,60,11.98%
40,7,473,87,18.39%
40,8,187,14,7.49%
40,9,545,96,17.61%
40,10,610,101,16.56%
40,11,375,74,19.73%
40,12,329,90,27.36%
40,13,953,210,22.04%
40,14,1021,73,7.15%
40,15,567,67,11.82%
40,16,449,142,31.63%
40,17,754,77,10.21%
40,18,647,63,9.74%
40,19,995,102,10.25%
40,20,468,53,11.32%
40,21,470,63,13.40%
40,22,298,25,8.39%
40,23,625,77,12.32%
40,24,458,33,7.21%
40,25,411,33,8.03%
40,26,467,121,25.91%
40,27,438,62,14.16%
40,28,625,121,19.36%
40,29,485,92,18.97%
40,30,895,141,15.75%
40,31,543,75,13.81%
40,32,770,121,15.71%
40,33,482,78,16.18%
40,34,392,33,8.42%
40,35,519,85,16.38%
40,36,557,106,19.03%
40,37,464,69,14.87%
40,38,428,46,10.75%
40,39,490,55,11.22%
40,40,289,41,14.19%
40,41,1133,181,15.98%
40,Total,"23,438","3,393",14.48%
40,,,,
41,WARD 41,,,
41,Precinct,Register Voters,Ballots Cast,Turnout %
41,1,683,90,13.18%
41,2,690,149,21.59%
41,3,717,81,11.30%
41,4,680,108,15.88%
41,5,791,115,14.54%
41,6,524,109,20.80%
41,7,712,108,15.17%
41,8,694,77,11.10%
41,9,769,81,10.53%
41,10,535,92,17.20%
41,11,717,92,12.83%
41,12,705,93,13.19%
41,13,410,46,11.22%
41,14,541,140,25.88%
41,15,746,93,12.47%
41,16,687,98,14.26%
41,17,689,110,15.97%
41,18,734,101,13.76%
41,19,621,118,19.00%
41,20,622,129,20.74%
41,21,724,108,14.92%
41,22,567,80,14.11%
41,23,582,86,14.78%
41,24,747,97,12.99%
41,25,498,24,4.82%
41,26,327,32,9.79%
41,27,325,20,6.15%
41,28,602,67,11.13%
41,29,510,30,5.88%
41,30,754,94,12.47%
41,31,683,102,14.93%
41,32,498,49,9.84%
41,33,501,66,13.17%
41,34,526,78,14.83%
41,35,692,89,12.86%
41,36,657,103,15.68%
41,37,671,93,13.86%
41,38,709,104,14.67%
41,39,481,53,11.02%
41,40,676,107,15.83%
41,41,727,85,11.69%
41,42,707,126,17.82%
41,43,646,79,12.23%
41,44,588,97,16.50%
41,45,668,74,11.08%
41,46,468,80,17.09%
41,47,473,82,17.34%
41,48,526,59,11.22%
41,49,667,122,18.29%
41,50,783,104,13.28%
41,51,474,63,13.29%
41,52,766,168,21.93%
41,53,683,97,14.20%
41,54,411,77,18.73%
41,55,577,55,9.53%
41,56,715,123,17.20%
41,57,580,84,14.48%
41,Total,"35,456","5,087",14.35%
41,,,,
42,WARD 42,,,
42,Precinct,Register Voters,Ballots Cast,Turnout %
42,1,625,127,20.32%
42,2,332,69,20.78%
42,3,568,78,13.73%
42,4,494,93,18.83%
42,5,379,87,22.96%
42,6,617,219,35.49%
42,7,452,78,17.26%
42,8,628,96,15.29%
42,9,1698,190,11.19%
42,10,909,163,17.93%
42,11,558,119,21.33%
42,12,448,67,14.96%
42,13,625,191,30.56%
42,14,581,71,12.22%
42,15,967,77,7.96%
42,16,382,50,13.09%
42,17,873,196,22.45%
42,18,1427,127,8.90%
42,19,333,25,7.51%
42,20,364,44,12.09%
42,21,450,33,7.33%
42,22,563,44,7.82%
42,23,535,112,20.93%
42,24,552,98,17.75%
